id_transacao,data_hora,id_estabelecimento,bandeira_cartao,modalidade,valor,status,id_cliente,sexo,faixa_etaria,renda_estimada,nome_fantasia,categoria,cidade,estado,mes_transacao,valor_acumulado_cliente,valor_acumulado_estabelecimento
trx_9538,2024-11-22 12:00:00,estab_3,Elo,débito,910.01,estornada,cli_181,Feminino,26-35,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,11,19934.98,137636.4
trx_9539,2024-10-20 09:00:00,estab_47,Mastercard,crédito,373.75,aprovada,cli_180,Feminino,26-35,5k-10k,Pinto,eletrodomésticos,Alves,TO,10,18662.59,154406.71
trx_9540,2024-08-03 15:00:00,estab_1,Hipercard,crédito,918.21,aprovada,cli_164,Masculino,46-60,5k-10k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,8,19464.74,141303.73
trx_9541,2024-02-16 22:00:00,estab_15,Elo,crédito,1344.77,aprovada,cli_95,Masculino,46-60,2k-5k,Montenegro,mercado,Ribeiro dos Dourados,PA,2,13663.880000000001,136738.93
trx_9542,2024-07-01 11:00:00,estab_15,Hipercard,débito,837.53,estornada,cli_440,Feminino,36-45,10k+,Montenegro,mercado,Ribeiro dos Dourados,PA,7,17988.41,137576.46
trx_9543,2024-12-28 20:00:00,estab_21,Visa,crédito,1101.34,aprovada,cli_2,Feminino,18-25,10k+,da Mata,eletrodomésticos,Carvalho de Souza,SE,12,16357.32,125054.7
trx_9544,2024-12-01 12:00:00,estab_42,Mastercard,crédito,682.74,aprovada,cli_488,Feminino,36-45,10k+,Vieira,vestuário,Araújo do Sul,BA,12,11323.130000000001,122046.03
trx_9545,2024-01-26 11:00:00,estab_0,Visa,crédito,788.57,aprovada,cli_204,Feminino,60+,<2k,da Cunha Santos Ltda.,vestuário,Vargas,TO,1,19428.01,158907.36000000002
trx_9546,2024-02-01 05:00:00,estab_14,Elo,crédito,1044.14,aprovada,cli_394,Feminino,36-45,10k+,Moreira,vestuário,Aparecida,AL,2,16923.06,165032.03
trx_9547,2024-03-18 08:00:00,estab_23,Elo,crédito,1219.55,aprovada,cli_241,Masculino,18-25,<2k,Souza,restaurante,da Cruz,AM,3,11128.75,142796.91
trx_9548,2024-12-23 23:00:00,estab_3,Hipercard,crédito,990.88,aprovada,cli_297,Masculino,60+,2k-5k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,12,22769.54,138627.28
trx_9549,2024-03-04 14:00:00,estab_17,Visa,crédito,1466.35,estornada,cli_182,Masculino,26-35,2k-5k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,3,16799.06,155028.18
trx_9550,2024-09-16 13:00:00,estab_16,Visa,débito,1230.63,aprovada,cli_165,Feminino,36-45,5k-10k,Sales - EI,vestuário,Mendonça das Pedras,SE,9,12263.24,151760.92
trx_9551,2024-12-20 15:00:00,estab_6,Mastercard,débito,1166.85,aprovada,cli_151,Masculino,18-25,10k+,Duarte,farmácia,Alves,AL,12,17226.9,139768.37
trx_9552,2024-12-21 07:00:00,estab_49,Mastercard,crédito,1268.43,aprovada,cli_392,Feminino,26-35,5k-10k,Barbosa,vestuário,Ferreira da Serra,GO,12,14129.39,149876.01
trx_9553,2024-03-28 10:00:00,estab_44,Visa,crédito,425.41,aprovada,cli_396,Feminino,36-45,2k-5k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,3,16489.0,134196.32
trx_9554,2024-11-23 17:00:00,estab_9,Hipercard,crédito,650.91,aprovada,cli_341,Feminino,60+,<2k,Machado,eletrodomésticos,da Costa,PA,11,15621.69,164628.65
trx_9555,2024-01-08 05:00:00,estab_0,Mastercard,débito,848.87,aprovada,cli_401,Masculino,46-60,<2k,da Cunha Santos Ltda.,vestuário,Vargas,TO,1,14810.02,159756.23
trx_9556,2024-01-21 20:00:00,estab_1,Visa,crédito,696.27,aprovada,cli_265,Masculino,36-45,2k-5k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,1,13189.43,142000.0
trx_9557,2024-05-31 22:00:00,estab_48,Visa,crédito,1271.95,aprovada,cli_494,Masculino,60+,2k-5k,Santos,mercado,Sousa,AP,5,16709.19,135616.91
trx_9558,2024-09-16 03:00:00,estab_21,Visa,débito,45.47,aprovada,cli_139,Feminino,26-35,5k-10k,da Mata,eletrodomésticos,Carvalho de Souza,SE,9,15283.36,125100.17
trx_9559,2024-04-08 11:00:00,estab_31,Elo,débito,317.72,recusada,cli_243,Feminino,26-35,10k+,Ferreira Ltda.,vestuário,Fogaça,PA,4,9784.31,150771.04
trx_9560,2024-11-10 04:00:00,estab_28,Hipercard,crédito,1323.15,aprovada,cli_477,Masculino,46-60,10k+,Lopes da Luz e Filhos,vestuário,Pacheco,AL,11,12382.32,133039.8
trx_9561,2024-03-20 00:00:00,estab_34,Visa,crédito,93.35,aprovada,cli_302,Masculino,36-45,<2k,Cavalcante,farmácia,Azevedo,MS,3,7935.14,122354.39
trx_9562,2024-08-27 23:00:00,estab_16,Visa,débito,344.35,aprovada,cli_237,Masculino,18-25,10k+,Sales - EI,vestuário,Mendonça das Pedras,SE,8,16059.18,152105.27
trx_9563,2024-03-15 02:00:00,estab_11,Visa,débito,530.12,aprovada,cli_210,Masculino,18-25,2k-5k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,3,13936.99,129891.16
trx_9564,2024-05-07 09:00:00,estab_23,Mastercard,débito,1127.36,aprovada,cli_338,Masculino,18-25,5k-10k,Souza,restaurante,da Cruz,AM,5,16895.44,143924.27
trx_9565,2024-08-04 06:00:00,estab_29,Visa,débito,842.47,recusada,cli_116,Masculino,26-35,<2k,Pastor,vestuário,Melo de Gomes,PB,8,14766.85,134039.85
trx_9566,2024-10-18 13:00:00,estab_43,Elo,crédito,1432.13,recusada,cli_9,Feminino,60+,10k+,Silva S/A,mercado,Cavalcanti dos Dourados,MS,10,19549.85,146875.35
trx_9567,2024-07-16 19:00:00,estab_29,Elo,crédito,345.67,aprovada,cli_384,Masculino,18-25,2k-5k,Pastor,vestuário,Melo de Gomes,PB,7,14481.800000000001,134385.52
trx_9568,2024-01-02 21:00:00,estab_19,Hipercard,débito,1308.82,aprovada,cli_440,Feminino,36-45,10k+,Novais Leão S.A.,vestuário,Porto da Serra,AM,1,19297.23,133501.21
trx_9569,2024-11-19 06:00:00,estab_41,Visa,crédito,427.96,recusada,cli_499,Masculino,36-45,5k-10k,Nascimento - ME,restaurante,Dias,SP,11,13573.25,139758.59
trx_9570,2024-10-20 21:00:00,estab_6,Visa,crédito,372.02,aprovada,cli_70,Masculino,26-35,<2k,Duarte,farmácia,Alves,AL,10,16365.96,140140.38999999998
trx_9571,2024-05-13 09:00:00,estab_41,Visa,débito,750.07,aprovada,cli_118,Feminino,18-25,5k-10k,Nascimento - ME,restaurante,Dias,SP,5,13846.14,140508.66
trx_9572,2024-01-19 23:00:00,estab_49,Elo,débito,111.45,aprovada,cli_118,Feminino,18-25,5k-10k,Barbosa,vestuário,Ferreira da Serra,GO,1,13957.59,149987.46
trx_9573,2024-05-01 20:00:00,estab_37,Mastercard,débito,579.54,estornada,cli_394,Feminino,36-45,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,5,17502.6,153540.07
trx_9574,2024-11-20 22:00:00,estab_6,Mastercard,crédito,536.74,aprovada,cli_436,Feminino,26-35,10k+,Duarte,farmácia,Alves,AL,11,20285.04,140677.13
trx_9575,2024-02-10 05:00:00,estab_48,Visa,crédito,244.35,aprovada,cli_126,Masculino,46-60,<2k,Santos,mercado,Sousa,AP,2,12159.49,135861.26
trx_9576,2024-07-25 20:00:00,estab_29,Mastercard,crédito,1291.89,aprovada,cli_259,Masculino,18-25,5k-10k,Pastor,vestuário,Melo de Gomes,PB,7,15482.08,135677.41
trx_9577,2024-03-04 16:00:00,estab_11,Hipercard,débito,581.91,aprovada,cli_227,Feminino,46-60,2k-5k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,3,15879.1,130473.07
trx_9578,2024-05-04 00:00:00,estab_48,Elo,crédito,1472.97,aprovada,cli_444,Masculino,46-60,<2k,Santos,mercado,Sousa,AP,5,16984.23,137334.23
trx_9579,2024-05-07 23:00:00,estab_30,Visa,débito,1350.06,aprovada,cli_468,Feminino,60+,10k+,Araújo - EI,farmácia,Dias de Gonçalves,MG,5,16407.81,152638.39
trx_9580,2024-07-21 21:00:00,estab_17,Mastercard,crédito,296.24,aprovada,cli_85,Feminino,46-60,<2k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,7,6975.469999999999,155324.42
trx_9581,2024-09-23 03:00:00,estab_45,Visa,débito,760.16,aprovada,cli_265,Masculino,36-45,2k-5k,da Luz,restaurante,Vieira das Flores,PA,9,13949.59,152864.05
trx_9582,2024-04-15 01:00:00,estab_42,Visa,crédito,904.7,aprovada,cli_214,Masculino,46-60,5k-10k,Vieira,vestuário,Araújo do Sul,BA,4,17326.29,122950.73
trx_9583,2024-09-28 21:00:00,estab_1,Elo,crédito,1229.35,aprovada,cli_388,Masculino,46-60,<2k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,9,7867.879999999999,143229.35
trx_9584,2024-02-16 22:00:00,estab_32,Elo,débito,1329.04,aprovada,cli_444,Masculino,46-60,<2k,Monteiro Novais - EI,vestuário,Rios,BA,2,18313.27,138155.34
trx_9585,2024-10-03 08:00:00,estab_10,Mastercard,débito,937.91,aprovada,cli_239,Masculino,18-25,2k-5k,da Luz,vestuário,Teixeira,TO,10,15561.01,120437.61
trx_9586,2024-08-28 13:00:00,estab_33,Elo,crédito,57.53,aprovada,cli_379,Feminino,18-25,2k-5k,Barros,restaurante,Rocha,GO,8,13330.23,154369.18
trx_9587,2024-11-17 12:00:00,estab_15,Hipercard,crédito,724.51,aprovada,cli_331,Feminino,60+,5k-10k,Montenegro,mercado,Ribeiro dos Dourados,PA,11,14020.06,138300.97
trx_9588,2024-05-21 20:00:00,estab_34,Visa,débito,1327.78,aprovada,cli_248,Feminino,60+,10k+,Cavalcante,farmácia,Azevedo,MS,5,15617.23,123682.17
trx_9589,2024-07-06 04:00:00,estab_32,Elo,crédito,1072.56,aprovada,cli_413,Feminino,60+,5k-10k,Monteiro Novais - EI,vestuário,Rios,BA,7,15413.08,139227.9
trx_9590,2024-04-07 15:00:00,estab_20,Mastercard,crédito,1305.86,aprovada,cli_56,Masculino,18-25,<2k,Lima da Cunha S/A,mercado,da Cruz,RS,4,17563.88,143376.12
trx_9591,2024-01-05 10:00:00,estab_19,Mastercard,débito,1012.75,aprovada,cli_416,Feminino,26-35,5k-10k,Novais Leão S.A.,vestuário,Porto da Serra,AM,1,13441.14,134513.96
trx_9592,2024-05-11 10:00:00,estab_7,Mastercard,débito,70.83,aprovada,cli_164,Masculino,46-60,5k-10k,Rocha - EI,farmácia,Costa,RN,5,19535.57,138364.09
trx_9593,2024-06-17 21:00:00,estab_25,Hipercard,crédito,1452.17,recusada,cli_337,Masculino,18-25,<2k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,6,14422.52,130197.63
trx_9594,2024-07-19 01:00:00,estab_32,Elo,débito,1377.44,recusada,cli_195,Feminino,60+,5k-10k,Monteiro Novais - EI,vestuário,Rios,BA,7,11777.94,140605.34
trx_9595,2024-09-12 19:00:00,estab_25,Elo,crédito,194.24,recusada,cli_474,Feminino,18-25,5k-10k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,9,17250.21,130391.87
trx_9596,2024-08-20 12:00:00,estab_36,Hipercard,crédito,173.47,aprovada,cli_238,Feminino,46-60,2k-5k,Fernandes,farmácia,Pires de Sampaio,BA,8,14507.33,128214.3
trx_9597,2024-01-09 22:00:00,estab_29,Elo,débito,810.92,estornada,cli_278,Masculino,46-60,2k-5k,Pastor,vestuário,Melo de Gomes,PB,1,15590.23,136488.33
trx_9598,2024-08-13 00:00:00,estab_30,Elo,crédito,1136.79,aprovada,cli_69,Masculino,46-60,10k+,Araújo - EI,farmácia,Dias de Gonçalves,MG,8,13170.46,153775.18
trx_9599,2024-10-13 11:00:00,estab_32,Elo,crédito,576.35,aprovada,cli_262,Feminino,60+,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,10,8191.88,141181.69
trx_9600,2024-06-27 17:00:00,estab_10,Hipercard,crédito,208.89,aprovada,cli_18,Feminino,46-60,10k+,da Luz,vestuário,Teixeira,TO,6,11842.37,120646.5
trx_9601,2024-06-26 05:00:00,estab_40,Hipercard,crédito,768.28,aprovada,cli_237,Masculino,18-25,10k+,Vieira,vestuário,Moraes das Pedras,PE,6,16827.46,140464.11
trx_9602,2024-12-26 16:00:00,estab_4,Mastercard,crédito,509.66,aprovada,cli_398,Feminino,18-25,2k-5k,das Neves,eletrodomésticos,Sampaio,RO,12,14545.03,145921.73
trx_9603,2024-09-17 07:00:00,estab_1,Hipercard,débito,530.9,aprovada,cli_372,Feminino,26-35,2k-5k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,9,21392.04,143760.25
trx_9604,2024-09-14 09:00:00,estab_12,Hipercard,débito,969.25,aprovada,cli_239,Masculino,18-25,2k-5k,da Rosa,eletrodomésticos,das Neves,MS,9,16530.26,158760.03
trx_9605,2024-10-29 21:00:00,estab_17,Mastercard,crédito,1328.98,aprovada,cli_341,Feminino,60+,<2k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,10,16950.67,156653.4
trx_9606,2024-04-08 20:00:00,estab_25,Hipercard,crédito,840.09,aprovada,cli_415,Masculino,46-60,5k-10k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,4,19278.79,131231.96
trx_9607,2024-10-11 18:00:00,estab_24,Elo,débito,1032.97,aprovada,cli_334,Feminino,36-45,10k+,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,10,26912.12,137107.25
trx_9608,2024-10-02 17:00:00,estab_43,Visa,crédito,991.62,aprovada,cli_314,Masculino,36-45,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,10,17107.0,147866.97
trx_9609,2024-08-02 14:00:00,estab_13,Mastercard,débito,828.96,aprovada,cli_69,Masculino,46-60,10k+,da Paz,mercado,Marques de Cirino,AP,8,13999.42,166360.62
trx_9610,2024-12-03 14:00:00,estab_4,Visa,débito,469.58,aprovada,cli_197,Masculino,26-35,<2k,das Neves,eletrodomésticos,Sampaio,RO,12,17986.53,146391.31
trx_9611,2024-06-22 06:00:00,estab_41,Visa,débito,569.8,aprovada,cli_261,Feminino,18-25,<2k,Nascimento - ME,restaurante,Dias,SP,6,11227.289999999999,141078.46
trx_9612,2024-11-17 23:00:00,estab_1,Mastercard,crédito,476.98,aprovada,cli_331,Feminino,60+,5k-10k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,11,14497.04,144237.23
trx_9613,2024-08-04 22:00:00,estab_3,Visa,crédito,1376.66,aprovada,cli_193,Feminino,46-60,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,8,10600.34,140003.94
trx_9614,2024-01-13 15:00:00,estab_11,Visa,crédito,1240.79,aprovada,cli_472,Masculino,26-35,2k-5k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,1,19742.23,131713.86
trx_9615,2024-01-14 21:00:00,estab_10,Mastercard,crédito,871.12,aprovada,cli_131,Feminino,46-60,10k+,da Luz,vestuário,Teixeira,TO,1,11612.24,121517.62
trx_9616,2024-07-06 18:00:00,estab_3,Mastercard,débito,1368.8,recusada,cli_374,Feminino,18-25,2k-5k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,7,13811.69,141372.74
trx_9617,2024-04-07 03:00:00,estab_42,Elo,crédito,1330.18,aprovada,cli_69,Masculino,46-60,10k+,Vieira,vestuário,Araújo do Sul,BA,4,15329.6,124280.91
trx_9618,2024-07-09 01:00:00,estab_8,Mastercard,crédito,1391.9,aprovada,cli_254,Masculino,36-45,10k+,Dias - ME,farmácia,da Rocha do Amparo,PB,7,18682.29,154117.35
trx_9619,2024-01-04 07:00:00,estab_9,Hipercard,crédito,336.55,aprovada,cli_184,Feminino,36-45,2k-5k,Machado,eletrodomésticos,da Costa,PA,1,13346.29,164965.2
trx_9620,2024-06-05 19:00:00,estab_26,Visa,débito,1077.67,aprovada,cli_233,Feminino,18-25,5k-10k,Oliveira,farmácia,Vasconcelos do Campo,AP,6,14047.53,129117.19
trx_9621,2024-08-04 12:00:00,estab_5,Mastercard,crédito,915.79,aprovada,cli_444,Masculino,46-60,<2k,Carvalho S.A.,mercado,Alves,AP,8,19229.059999999998,139647.05
trx_9622,2024-01-31 12:00:00,estab_14,Elo,débito,1102.08,recusada,cli_370,Feminino,36-45,10k+,Moreira,vestuário,Aparecida,AL,1,12349.39,166134.11
trx_9623,2024-06-14 16:00:00,estab_41,Mastercard,crédito,398.75,aprovada,cli_439,Feminino,18-25,10k+,Nascimento - ME,restaurante,Dias,SP,6,13148.41,141477.21
trx_9624,2024-08-23 19:00:00,estab_30,Visa,crédito,1043.74,aprovada,cli_356,Feminino,60+,5k-10k,Araújo - EI,farmácia,Dias de Gonçalves,MG,8,17863.46,154818.92
trx_9625,2024-02-27 16:00:00,estab_21,Mastercard,crédito,617.69,aprovada,cli_229,Feminino,46-60,5k-10k,da Mata,eletrodomésticos,Carvalho de Souza,SE,2,20717.62,125717.86
trx_9626,2024-03-29 12:00:00,estab_5,Visa,crédito,1251.97,aprovada,cli_141,Feminino,60+,<2k,Carvalho S.A.,mercado,Alves,AP,3,12347.92,140899.02
trx_9627,2024-10-04 04:00:00,estab_32,Mastercard,crédito,1194.07,aprovada,cli_110,Masculino,18-25,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,10,11940.83,142375.76
trx_9628,2024-08-08 03:00:00,estab_28,Elo,débito,320.98,aprovada,cli_82,Feminino,46-60,2k-5k,Lopes da Luz e Filhos,vestuário,Pacheco,AL,8,17523.01,133360.78
trx_9629,2024-10-26 00:00:00,estab_20,Hipercard,crédito,279.86,aprovada,cli_242,Feminino,60+,5k-10k,Lima da Cunha S/A,mercado,da Cruz,RS,10,23615.71,143655.98
trx_9630,2024-10-02 05:00:00,estab_29,Elo,débito,1078.01,aprovada,cli_6,Feminino,46-60,5k-10k,Pastor,vestuário,Melo de Gomes,PB,10,18273.21,137566.34
trx_9631,2024-08-25 19:00:00,estab_20,Mastercard,crédito,827.96,aprovada,cli_437,Feminino,46-60,2k-5k,Lima da Cunha S/A,mercado,da Cruz,RS,8,15376.25,144483.94
trx_9632,2024-04-05 12:00:00,estab_35,Visa,crédito,838.02,aprovada,cli_465,Masculino,46-60,<2k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,4,19172.58,152537.87
trx_9633,2024-12-15 00:00:00,estab_21,Elo,débito,1130.01,recusada,cli_441,Feminino,60+,10k+,da Mata,eletrodomésticos,Carvalho de Souza,SE,12,10566.21,126847.87
trx_9634,2024-02-11 13:00:00,estab_45,Hipercard,crédito,1283.18,estornada,cli_60,Masculino,26-35,2k-5k,da Luz,restaurante,Vieira das Flores,PA,2,15994.3,154147.23
trx_9635,2024-07-13 08:00:00,estab_19,Hipercard,débito,362.25,aprovada,cli_363,Masculino,36-45,2k-5k,Novais Leão S.A.,vestuário,Porto da Serra,AM,7,18924.78,134876.21
trx_9636,2024-04-08 05:00:00,estab_21,Visa,débito,835.53,aprovada,cli_327,Feminino,36-45,<2k,da Mata,eletrodomésticos,Carvalho de Souza,SE,4,11685.85,127683.4
trx_9637,2024-08-16 19:00:00,estab_39,Mastercard,crédito,1244.29,aprovada,cli_411,Masculino,36-45,<2k,Nunes - EI,mercado,Garcia,RJ,8,17628.58,144526.36000000002
trx_9638,2024-03-10 23:00:00,estab_10,Elo,crédito,1309.83,aprovada,cli_212,Feminino,60+,5k-10k,da Luz,vestuário,Teixeira,TO,3,16001.08,122827.45
trx_9639,2024-08-26 03:00:00,estab_46,Elo,crédito,434.68,aprovada,cli_182,Masculino,26-35,2k-5k,Caldeira,mercado,Pimenta dos Dourados,BA,8,17233.74,142395.96
trx_9640,2024-07-22 14:00:00,estab_30,Visa,crédito,160.71,aprovada,cli_354,Feminino,18-25,<2k,Araújo - EI,farmácia,Dias de Gonçalves,MG,7,21940.56,154979.63
trx_9641,2024-11-06 00:00:00,estab_39,Elo,crédito,353.07,aprovada,cli_238,Feminino,46-60,2k-5k,Nunes - EI,mercado,Garcia,RJ,11,14860.4,144879.43
trx_9642,2024-10-11 05:00:00,estab_12,Visa,débito,1418.52,aprovada,cli_457,Masculino,36-45,10k+,da Rosa,eletrodomésticos,das Neves,MS,10,20092.25,160178.55
trx_9643,2024-05-26 23:00:00,estab_17,Visa,débito,696.41,aprovada,cli_52,Feminino,18-25,10k+,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,5,16089.85,157349.81
trx_9644,2024-10-10 21:00:00,estab_21,Mastercard,crédito,630.77,aprovada,cli_219,Feminino,36-45,5k-10k,da Mata,eletrodomésticos,Carvalho de Souza,SE,10,8268.6,128314.17
trx_9645,2024-04-24 09:00:00,estab_16,Visa,crédito,24.56,aprovada,cli_82,Feminino,46-60,2k-5k,Sales - EI,vestuário,Mendonça das Pedras,SE,4,17547.57,152129.83
trx_9646,2024-06-19 10:00:00,estab_37,Elo,débito,81.27,estornada,cli_171,Masculino,18-25,5k-10k,Aparecida,eletrodomésticos,Andrade de Pires,PB,6,16590.96,153621.34
trx_9647,2024-09-13 14:00:00,estab_24,Visa,débito,1004.7,aprovada,cli_482,Feminino,26-35,2k-5k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,9,8706.25,138111.95
trx_9648,2024-12-22 17:00:00,estab_31,Elo,débito,886.79,aprovada,cli_27,Feminino,26-35,2k-5k,Ferreira Ltda.,vestuário,Fogaça,PA,12,13753.51,151657.83
trx_9649,2024-11-07 07:00:00,estab_14,Visa,crédito,865.41,estornada,cli_301,Feminino,26-35,10k+,Moreira,vestuário,Aparecida,AL,11,13108.869999999999,166999.52
trx_9650,2024-06-04 23:00:00,estab_12,Mastercard,crédito,169.93,aprovada,cli_176,Masculino,60+,<2k,da Rosa,eletrodomésticos,das Neves,MS,6,15812.08,160348.48
trx_9651,2024-10-19 00:00:00,estab_25,Mastercard,débito,531.33,aprovada,cli_378,Masculino,36-45,2k-5k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,10,10782.69,131763.29
trx_9652,2024-05-18 12:00:00,estab_49,Visa,débito,1219.48,aprovada,cli_450,Feminino,36-45,5k-10k,Barbosa,vestuário,Ferreira da Serra,GO,5,10748.31,151206.94
trx_9653,2024-12-25 16:00:00,estab_10,Visa,crédito,266.49,aprovada,cli_486,Masculino,26-35,10k+,da Luz,vestuário,Teixeira,TO,12,13644.94,123093.94
trx_9654,2024-05-15 17:00:00,estab_12,Visa,débito,1324.62,aprovada,cli_154,Feminino,36-45,5k-10k,da Rosa,eletrodomésticos,das Neves,MS,5,20093.84,161673.1
trx_9655,2024-01-10 10:00:00,estab_32,Mastercard,crédito,186.61,aprovada,cli_248,Feminino,60+,10k+,Monteiro Novais - EI,vestuário,Rios,BA,1,15803.84,142562.37
trx_9656,2024-04-10 01:00:00,estab_49,Hipercard,débito,257.88,aprovada,cli_464,Feminino,26-35,2k-5k,Barbosa,vestuário,Ferreira da Serra,GO,4,17593.15,151464.82
trx_9657,2024-07-15 14:00:00,estab_36,Visa,crédito,719.24,aprovada,cli_206,Masculino,36-45,5k-10k,Fernandes,farmácia,Pires de Sampaio,BA,7,13575.56,128933.54
trx_9658,2024-02-12 16:00:00,estab_37,Hipercard,débito,1418.22,aprovada,cli_243,Feminino,26-35,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,2,11202.53,155039.56
trx_9659,2024-08-24 08:00:00,estab_0,Visa,débito,497.67,aprovada,cli_489,Feminino,36-45,2k-5k,da Cunha Santos Ltda.,vestuário,Vargas,TO,8,14838.65,160253.9
trx_9660,2024-11-17 23:00:00,estab_38,Elo,débito,989.04,aprovada,cli_166,Masculino,26-35,<2k,Oliveira,restaurante,Cunha,RJ,11,18391.65,134871.1
trx_9661,2024-08-08 00:00:00,estab_26,Mastercard,débito,885.06,recusada,cli_213,Masculino,46-60,5k-10k,Oliveira,farmácia,Vasconcelos do Campo,AP,8,23843.73,130002.25
trx_9662,2024-02-06 06:00:00,estab_35,Hipercard,crédito,228.69,aprovada,cli_83,Masculino,36-45,5k-10k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,2,13623.11,152766.56
trx_9663,2024-05-13 07:00:00,estab_31,Hipercard,débito,376.01,aprovada,cli_26,Feminino,46-60,10k+,Ferreira Ltda.,vestuário,Fogaça,PA,5,18034.6,152033.84
trx_9664,2024-03-13 17:00:00,estab_40,Mastercard,crédito,1395.58,aprovada,cli_34,Masculino,60+,2k-5k,Vieira,vestuário,Moraes das Pedras,PE,3,15895.11,141859.69
trx_9665,2024-08-07 14:00:00,estab_14,Hipercard,débito,281.32,aprovada,cli_302,Masculino,36-45,<2k,Moreira,vestuário,Aparecida,AL,8,8216.460000000001,167280.84
trx_9666,2024-12-25 19:00:00,estab_30,Visa,débito,1044.04,recusada,cli_307,Masculino,26-35,5k-10k,Araújo - EI,farmácia,Dias de Gonçalves,MG,12,18321.35,156023.67
trx_9667,2024-09-02 06:00:00,estab_5,Hipercard,crédito,1447.22,aprovada,cli_68,Masculino,60+,2k-5k,Carvalho S.A.,mercado,Alves,AP,9,16653.21,142346.24
trx_9668,2024-08-20 22:00:00,estab_24,Visa,débito,183.66,aprovada,cli_193,Feminino,46-60,<2k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,8,10784.0,138295.61
trx_9669,2024-11-25 01:00:00,estab_48,Hipercard,débito,601.78,aprovada,cli_296,Feminino,36-45,<2k,Santos,mercado,Sousa,AP,11,19807.06,137936.01
trx_9670,2024-12-27 00:00:00,estab_17,Elo,crédito,339.78,aprovada,cli_49,Feminino,26-35,2k-5k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,12,14725.87,157689.59
trx_9671,2024-12-10 15:00:00,estab_21,Hipercard,débito,336.23,aprovada,cli_44,Masculino,60+,2k-5k,da Mata,eletrodomésticos,Carvalho de Souza,SE,12,19646.44,128650.4
trx_9672,2024-08-02 22:00:00,estab_30,Hipercard,débito,182.88,aprovada,cli_275,Masculino,26-35,2k-5k,Araújo - EI,farmácia,Dias de Gonçalves,MG,8,9702.449999999999,156206.55
trx_9673,2024-12-17 07:00:00,estab_35,Visa,débito,976.08,estornada,cli_119,Feminino,46-60,2k-5k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,12,8023.59,153742.64
trx_9674,2024-01-25 13:00:00,estab_8,Mastercard,crédito,1120.78,aprovada,cli_454,Feminino,26-35,5k-10k,Dias - ME,farmácia,da Rocha do Amparo,PB,1,14095.28,155238.13
trx_9675,2024-03-19 12:00:00,estab_45,Elo,débito,1016.81,aprovada,cli_291,Masculino,60+,<2k,da Luz,restaurante,Vieira das Flores,PA,3,19823.41,155164.04
trx_9676,2024-08-12 23:00:00,estab_2,Mastercard,crédito,1387.36,aprovada,cli_199,Masculino,26-35,10k+,Silva,farmácia,Brito,RO,8,18936.03,144335.62
trx_9677,2024-12-20 07:00:00,estab_32,Visa,crédito,222.79,aprovada,cli_90,Masculino,18-25,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,12,14663.24,142785.16
trx_9678,2024-02-14 20:00:00,estab_26,Elo,crédito,483.17,aprovada,cli_325,Masculino,60+,<2k,Oliveira,farmácia,Vasconcelos do Campo,AP,2,15348.25,130485.42
trx_9679,2024-10-28 11:00:00,estab_42,Hipercard,crédito,520.14,aprovada,cli_151,Masculino,18-25,10k+,Vieira,vestuário,Araújo do Sul,BA,10,17747.04,124801.05
